Date,Open,High,Low,Close,Adj Close,Volume
2014-08-22,45420.488281,45517.140625,45172.441406,45374.988281,45374.988281,156941500
2014-08-25,45380.511719,45575.269531,45351.460938,45504.339844,45504.339844,133092200
2014-08-26,45510.078125,45657.570313,45416.128906,45464.750000,45464.750000,210556300
2014-08-27,45469.679688,45619.378906,45417.488281,45601.000000,45601.000000,149838600
2014-08-28,45596.621094,45598.320313,45348.410156,45501.281250,45501.281250,137467600
2014-08-29,45485.730469,45762.371094,45397.191406,45628.089844,45628.089844,511058900
2014-09-01,45630.718750,45664.000000,45317.769531,45438.039063,45438.039063,65827300
2014-09-02,45438.109375,45830.539063,45409.589844,45825.058594,45825.058594,187242000
2014-09-03,45819.691406,46065.421875,45819.691406,46049.328125,46049.328125,158939500
2014-09-04,46049.328125,46331.898438,46042.550781,46313.398438,46313.398438,182073200
2014-09-05,46322.000000,46406.500000,46224.691406,46231.441406,46231.441406,133181100
2014-09-08,46232.160156,46554.281250,46199.101563,46357.238281,46357.238281,122720300
2014-09-09,46354.820313,46427.898438,45887.199219,45915.171875,45915.171875,177599500
2014-09-10,45906.570313,46109.101563,45745.238281,45894.050781,45894.050781,133893900
2014-09-11,45889.511719,45908.160156,45625.761719,45672.601563,45672.601563,116511000
2014-09-12,45654.488281,45861.621094,45434.148438,45799.699219,45799.699219,129739800
2014-09-15,45797.820313,46133.378906,45661.218750,45861.839844,45861.839844,126415500
2014-09-17,45861.570313,46147.398438,45859.019531,46043.621094,46043.621094,187870100
2014-09-18,46048.988281,46170.378906,46025.800781,46168.640625,46168.640625,138941100
2014-09-19,46169.921875,46230.101563,45646.019531,45761.898438,45761.898438,411628000
2014-09-22,45760.968750,45767.671875,45060.300781,45302.000000,45302.000000,181252000
2014-09-23,45302.808594,45406.980469,44834.218750,45015.171875,45015.171875,217685100
2014-09-24,45016.660156,45266.468750,44991.121094,45116.941406,45116.941406,195335500
2014-09-25,45119.480469,45150.699219,44624.058594,44781.121094,44781.121094,174746900
2014-09-26,44788.378906,44986.921875,44695.128906,44884.328125,44884.328125,136101400
2014-09-29,44884.328125,44918.398438,44426.601563,44898.191406,44898.191406,164377500
2014-09-30,44902.820313,45051.910156,44769.300781,44985.660156,44985.660156,184943600
2014-10-01,44985.390625,45058.050781,44364.960938,44364.960938,44364.960938,182309600
2014-10-02,44370.039063,44374.578125,43941.648438,44254.429688,44254.429688,199890200
2014-10-03,44255.230469,44719.871094,44255.230469,44678.140625,44678.140625,184680800
2014-10-06,44678.328125,45223.000000,44645.621094,44820.851563,44820.851563,152368400
2014-10-07,44826.218750,44845.929688,44466.761719,44536.621094,44536.621094,163625500
2014-10-08,44562.789063,44717.050781,44123.968750,44487.968750,44487.968750,185072300
2014-10-09,44494.718750,44609.621094,44049.488281,44082.171875,44082.171875,167642700
2014-10-10,44082.121094,44082.121094,43435.339844,43435.730469,43435.730469,180788600
2014-10-13,43430.359375,43560.789063,43088.671875,43088.671875,43088.671875,188993600
2014-10-14,43090.820313,43338.710938,43068.058594,43179.851563,43179.851563,197148900
2014-10-15,43174.738281,43174.738281,42431.140625,42984.949219,42984.949219,465175000
2014-10-16,42964.011719,43144.921875,42524.390625,42907.621094,42907.621094,186232000
2014-10-17,42916.761719,43580.789063,42916.761719,43273.500000,43273.500000,204759700
2014-10-20,43262.480469,43373.500000,42995.980469,43213.898438,43213.898438,184620200
2014-10-21,43212.281250,43725.238281,43117.269531,43630.578125,43630.578125,180107000
2014-10-22,43631.921875,43806.160156,43434.890625,43450.750000,43450.750000,206111700
2014-10-23,43456.550781,43869.179688,43456.550781,43691.058594,43691.058594,176696200
2014-10-24,43684.281250,43822.121094,43543.691406,43665.539063,43665.539063,177782600
2014-10-27,43663.250000,43813.468750,43393.050781,43810.511719,43810.511719,116605300
2014-10-28,43808.800781,44202.191406,43774.761719,44039.640625,44039.640625,206876200
2014-10-29,44033.730469,44308.058594,43938.269531,44238.941406,44238.941406,163865000
2014-10-30,44244.859375,44599.269531,44067.960938,44599.269531,44599.269531,187862100
2014-10-31,44599.058594,45159.488281,44598.679688,45027.519531,45027.519531,312581200
2014-11-03,45029.460938,45211.738281,44913.968750,45184.761719,45184.761719,134935800
2014-11-04,45181.718750,45202.019531,44855.289063,44884.429688,44884.429688,148163200
2014-11-05,44888.738281,45151.820313,44818.578125,45071.980469,45071.980469,143917900
2014-11-06,45080.761719,45199.140625,44849.570313,44849.859375,44849.859375,157967000
2014-11-07,44841.789063,44878.281250,44614.449219,44614.660156,44614.660156,143709100
2014-11-10,44615.269531,44727.558594,44450.589844,44523.000000,44523.000000,161192900
2014-11-11,44523.000000,44637.070313,44177.320313,44300.828125,44300.828125,122409600
2014-11-12,44300.539063,44363.730469,43606.000000,43744.570313,43744.570313,192225700
2014-11-13,43744.699219,43888.261719,43524.621094,43743.800781,43743.800781,238746000
2014-11-14,43759.671875,43762.128906,43296.640625,43372.011719,43372.011719,215759800
2014-11-18,43366.089844,43569.328125,43336.109375,43491.449219,43491.449219,277098700
2014-11-19,43491.449219,44122.171875,43491.449219,44118.128906,44118.128906,219553400
2014-11-20,44114.898438,44209.929688,43955.789063,44209.421875,44209.421875,203865800
2014-11-21,44206.230469,44910.039063,44206.230469,44633.281250,44633.281250,302698400
2014-11-24,44638.660156,44755.730469,44563.148438,44621.070313,44621.070313,167348900
2014-11-25,44621.480469,44768.378906,44436.851563,44441.019531,44441.019531,365852700
2014-11-26,44438.058594,44713.421875,44422.828125,44672.199219,44672.199219,143538500
2014-11-27,44667.621094,44732.050781,44608.621094,44689.210938,44689.210938,37612700
2014-11-28,44688.960938,44725.648438,44138.281250,44190.468750,44190.468750,185316700
2014-12-01,44179.210938,44248.109375,43389.839844,43392.070313,43392.070313,261268300
2014-12-02,43403.890625,43550.238281,42902.460938,43008.070313,43008.070313,195864500
2014-12-03,43017.468750,43317.898438,42628.160156,43112.289063,43112.289063,210827900
2014-12-04,43112.558594,43142.210938,42728.050781,42816.148438,42816.148438,224128200
2014-12-05,42821.250000,43293.531250,42799.140625,43230.339844,43230.339844,174680100
2014-12-08,43253.179688,43399.441406,42746.671875,42941.828125,42941.828125,167383900
2014-12-09,42940.761719,42940.761719,42137.410156,42339.628906,42339.628906,222989600
2014-12-10,42339.890625,42379.800781,41295.269531,41372.660156,41372.660156,219005800
2014-12-11,41372.921875,42025.500000,41345.488281,41714.570313,41714.570313,221477500
2014-12-15,41718.328125,41718.488281,40125.531250,40334.589844,40334.589844,378131200
2014-12-16,40337.269531,40844.359375,39580.781250,40225.078125,40225.078125,294258200
2014-12-17,40225.511719,41354.628906,40176.019531,41004.441406,41004.441406,354708300
2014-12-18,41011.699219,42721.339844,41011.699219,42475.671875,42475.671875,277257500
2014-12-19,42483.460938,42810.179688,42403.671875,42529.890625,42529.890625,306781800
2014-12-22,42537.691406,42873.011719,42536.960938,42873.011719,42873.011719,0
2014-12-23,42874.339844,43124.851563,42853.121094,43122.730469,43122.730469,0
2014-12-24,43118.968750,43120.519531,42942.800781,43002.871094,43002.871094,0
2014-12-26,null,null,null,null,null,null
2014-12-29,43005.671875,43320.128906,43004.058594,43187.640625,43187.640625,0
2014-12-30,43179.570313,43340.558594,42872.171875,43018.750000,43018.750000,0
2014-12-31,43015.250000,43191.699219,42877.550781,43145.660156,43145.660156,71249200
2015-01-02,43146.519531,43325.429688,41989.648438,42115.468750,42115.468750,111168800
2015-01-05,42134.660156,42147.960938,40824.929688,41099.371094,41099.371094,219712500
2015-01-06,41101.011719,41456.621094,40723.660156,41329.410156,41329.410156,212475500
2015-01-07,41331.121094,41963.949219,41331.121094,41813.929688,41813.929688,184571000
2015-01-08,41819.039063,42554.410156,41814.210938,42402.308594,42402.308594,193292300
2015-01-09,42393.171875,42504.410156,41940.488281,42382.410156,42382.410156,151921000
2015-01-12,42373.808594,42408.648438,41773.378906,41780.781250,41780.781250,175242100
2015-01-13,41781.039063,42211.089844,41313.351563,41478.261719,41478.261719,190474300
2015-01-14,41478.378906,41479.781250,40907.480469,40984.218750,40984.218750,309314400
2015-01-15,40991.480469,41260.460938,40817.871094,40998.769531,40998.769531,234733800
2015-01-16,40999.058594,41402.078125,40859.691406,41402.011719,41402.011719,192275600
2015-01-19,41412.179688,41566.929688,41210.058594,41285.578125,41285.578125,46253900
2015-01-20,41286.578125,41974.000000,41129.121094,41752.671875,41752.671875,210067800
2015-01-21,41753.480469,42491.101563,41594.089844,42488.730469,42488.730469,241140400
2015-01-22,42489.378906,43165.558594,42488.820313,43121.281250,43121.281250,269586300
2015-01-23,43123.171875,43124.441406,42618.031250,42649.718750,42649.718750,177289400
2015-01-26,42649.101563,42831.750000,42360.730469,42737.851563,42737.851563,182968600
2015-01-27,42737.851563,42737.851563,42128.230469,42627.820313,42627.820313,166083900
2015-01-28,42627.820313,42743.468750,42158.070313,42158.070313,42158.070313,171120600
2015-01-29,42150.808594,42157.179688,41762.421875,41862.328125,41862.328125,182630600
2015-01-30,41862.628906,41864.218750,40886.859375,40950.578125,40950.578125,242054000
2015-02-03,40954.621094,41868.378906,40944.808594,41572.238281,41572.238281,230362500
2015-02-04,41572.238281,42055.250000,41553.109375,41710.820313,41710.820313,203348500
2015-02-05,41709.679688,42469.160156,41708.578125,42453.640625,42453.640625,328441800
2015-02-06,42447.449219,42880.351563,42447.449219,42715.429688,42715.429688,231657000
2015-02-09,42705.261719,42876.949219,42474.828125,42810.289063,42810.289063,182064400
2015-02-10,42811.359375,43159.089844,42635.148438,42635.191406,42635.191406,244737400
2015-02-11,42630.070313,42630.449219,41901.109375,41933.261719,41933.261719,220150900
2015-02-12,41925.718750,43046.878906,41897.320313,43045.511719,43045.511719,180138000
2015-02-13,43032.078125,43250.390625,42954.941406,43072.421875,43072.421875,148371900
2015-02-16,43074.031250,43141.890625,42886.148438,42959.558594,42959.558594,25467400
2015-02-17,42959.558594,43264.390625,42613.679688,43251.789063,43251.789063,148126500
2015-02-18,43246.398438,43484.769531,42823.851563,43053.648438,43053.648438,278075700
2015-02-19,43043.148438,43310.871094,42865.199219,43231.421875,43231.421875,149976900
2015-02-20,43223.878906,43569.550781,43080.621094,43551.261719,43551.261719,157812500
2015-02-23,43536.839844,43680.421875,43446.648438,43675.871094,43675.871094,157766100
2015-02-24,43672.101563,44033.671875,43629.308594,43921.550781,43921.550781,247357200
2015-02-25,43915.359375,44008.941406,43635.039063,43802.070313,43802.070313,234987800
2015-02-26,43798.730469,44417.289063,43723.601563,44416.488281,44416.488281,192596800
2015-02-27,44408.328125,44439.988281,43983.140625,44190.171875,44190.171875,373527000
2015-03-02,44179.929688,44279.328125,43560.851563,43882.710938,43882.710938,238489100
2015-03-03,43875.738281,43906.160156,43519.679688,43600.371094,43600.371094,222689700
2015-03-04,43598.210938,43605.140625,43130.519531,43296.550781,43296.550781,190139000
2015-03-05,43284.429688,43783.000000,43155.851563,43517.789063,43517.789063,253013200
2015-03-06,43510.238281,43517.171875,43129.820313,43280.808594,43280.808594,202066800
2015-03-09,43280.808594,43350.289063,43003.988281,43251.398438,43251.398438,145265100
2015-03-10,43246.570313,43246.570313,42674.250000,42972.148438,42972.148438,177428000
2015-03-11,42978.601563,43310.378906,42929.519531,43227.199219,43227.199219,223614100
2015-03-12,43228.089844,44056.109375,43176.511719,44055.890625,44055.890625,178847500
2015-03-13,44055.890625,44140.261719,43703.968750,44002.289063,44002.289063,179720700
2015-03-17,43997.449219,43998.718750,43761.359375,43761.359375,43761.359375,171895000
2015-03-18,43756.781250,44360.871094,43490.089844,44360.871094,44360.871094,267505600
2015-03-19,44354.941406,44441.148438,43920.281250,44118.171875,44118.171875,204850800
2015-03-20,44117.941406,44325.941406,43739.468750,43968.148438,43968.148438,407713600
2015-03-23,43968.148438,44056.980469,43840.671875,43952.710938,43952.710938,139263300
2015-03-24,43947.320313,44242.570313,43943.320313,44051.210938,44051.210938,161948600
2015-03-25,44040.968750,44212.281250,43630.589844,43630.960938,43630.960938,153901700
2015-03-26,43610.589844,43610.589844,43099.480469,43229.160156,43229.160156,203462600
2015-03-27,43231.449219,43656.378906,43096.730469,43637.968750,43637.968750,182587500
2015-03-30,43631.230469,44015.941406,43571.351563,43922.828125,43922.828125,145908900
2015-03-31,43916.101563,43916.101563,43596.871094,43724.781250,43724.781250,184966800
2015-04-01,43709.488281,44216.750000,43697.449219,44202.941406,44202.941406,185105000
2015-04-06,44202.871094,44897.031250,43833.890625,44850.058594,44850.058594,174250100
2015-04-07,44857.070313,45181.421875,44674.949219,44987.871094,44987.871094,239494000
2015-04-08,44994.300781,45333.968750,44902.480469,44980.558594,44980.558594,252657800
2015-04-09,44980.558594,45218.750000,44891.789063,44913.269531,44913.269531,190713500
2015-04-10,44913.941406,45009.609375,44745.031250,44882.011719,44882.011719,168054800
2015-04-13,44881.371094,45061.679688,44864.378906,44994.558594,44994.558594,151535400
2015-04-14,44989.171875,45072.898438,44773.558594,45004.519531,45004.519531,183195900
2015-04-15,45003.468750,45443.019531,45001.179688,45262.941406,45262.941406,235294000
2015-04-16,45256.468750,45483.261719,45094.050781,45480.230469,45480.230469,181652800
2015-04-17,45482.238281,45485.738281,45012.300781,45012.371094,45012.371094,158198200
2015-04-20,45019.621094,45206.281250,44958.691406,45077.808594,45077.808594,152786300
2015-04-21,45077.441406,45433.171875,45077.441406,45296.910156,45296.910156,182895100
2015-04-22,45294.250000,45294.250000,45077.570313,45232.039063,45232.039063,219745700
2015-04-23,45226.109375,45473.839844,45027.500000,45418.828125,45418.828125,177848700
2015-04-24,45418.578125,45773.308594,45248.980469,45773.308594,45773.308594,200794300
2015-04-27,45767.078125,46078.070313,45490.250000,45512.378906,45512.378906,190305000
2015-04-28,45514.039063,45594.140625,45216.039063,45338.359375,45338.359375,176189800
2015-04-29,45338.359375,45378.671875,44895.851563,44942.230469,44942.230469,176865800
2015-04-30,44950.320313,45129.468750,44581.699219,44582.390625,44582.390625,302264200
2015-05-04,44589.101563,45264.539063,44586.941406,45238.468750,45238.468750,179275000
2015-05-05,45237.121094,45479.160156,45061.328125,45091.328125,45091.328125,241196400
2015-05-06,45078.578125,45112.089844,44655.109375,44853.261719,44853.261719,205151800
2015-05-07,44848.460938,45010.769531,44704.281250,44768.800781,44768.800781,178415900
2015-05-08,44770.078125,45126.039063,44770.078125,45125.949219,45125.949219,247350800
2015-05-11,45125.480469,45245.710938,44950.621094,45179.968750,45179.968750,136610400
2015-05-12,45180.238281,45180.238281,44849.851563,44950.488281,44950.488281,173771800
2015-05-13,44939.570313,45120.699219,44885.910156,45038.140625,45038.140625,145028600
2015-05-14,45048.941406,45350.238281,44980.210938,45271.460938,45271.460938,143034100
2015-05-15,45272.390625,45357.441406,45147.910156,45332.800781,45332.800781,120620500
2015-05-18,45330.101563,45413.488281,45134.218750,45408.339844,45408.339844,122937500
2015-05-19,45410.230469,45540.679688,45245.871094,45311.750000,45311.750000,189714200
2015-05-20,45313.671875,45474.179688,45191.601563,45283.468750,45283.468750,143379300
2015-05-21,45284.609375,45300.078125,45075.769531,45097.390625,45097.390625,150476600
2015-05-22,45097.390625,45192.898438,44807.730469,44874.039063,44874.039063,144970200
2015-05-25,44874.121094,44949.988281,44732.968750,44852.289063,44852.289063,26652400
2015-05-26,44855.000000,44858.890625,44383.539063,44401.398438,44401.398438,217242100
2015-05-27,44397.078125,44684.191406,44124.589844,44682.589844,44682.589844,200161500
2015-05-28,44668.980469,44817.640625,44508.769531,44807.308594,44807.308594,173377700
2015-05-29,44801.359375,44845.128906,44603.621094,44703.621094,44703.621094,590615000
2015-06-01,44699.558594,44788.589844,44570.011719,44760.101563,44760.101563,188341900
2015-06-02,44752.531250,45053.511719,44572.878906,44931.480469,44931.480469,230453700
2015-06-03,44932.289063,45208.480469,44732.558594,44732.718750,44732.718750,191223400
2015-06-04,44729.210938,44844.738281,44478.289063,44561.109375,44561.109375,194532200
2015-06-05,44559.480469,44847.960938,44481.941406,44561.941406,44561.941406,138407100
2015-06-08,44559.781250,44596.191406,44338.218750,44544.050781,44544.050781,105183100
2015-06-09,44544.351563,44686.070313,44385.769531,44519.210938,44519.210938,166116800
2015-06-10,44528.671875,44758.410156,44528.671875,44578.281250,44578.281250,228614500
2015-06-11,44579.359375,44753.960938,44527.179688,44624.738281,44624.738281,172318600
2015-06-12,44626.898438,44796.839844,44469.480469,44692.500000,44692.500000,150515800
2015-06-15,44697.359375,44698.058594,44217.039063,44395.761719,44395.761719,142785700
2015-06-16,44389.539063,44812.640625,44139.718750,44722.281250,44722.281250,150911600
2015-06-17,44719.578125,44889.609375,44666.410156,44792.039063,44792.039063,204730000
2015-06-18,44788.789063,45159.378906,44732.269531,45120.789063,45120.789063,148018000
2015-06-19,45120.769531,45177.078125,44933.820313,44973.410156,44973.410156,414665100
2015-06-22,44971.250000,45272.148438,44969.031250,45224.980469,45224.980469,138550300
2015-06-23,45225.718750,45512.628906,45224.511719,45454.148438,45454.148438,155117900
2015-06-24,45453.339844,45514.011719,45280.281250,45424.941406,45424.941406,169504800
2015-06-25,45420.070313,45532.808594,45232.460938,45377.121094,45377.121094,173807400
2015-06-26,45381.378906,45630.191406,45332.441406,45566.328125,45566.328125,142329400
2015-06-29,45556.871094,45556.871094,44710.351563,44710.351563,44710.351563,191532900
2015-06-30,44711.429688,45054.078125,44585.589844,45053.699219,45053.699219,268951400
2015-07-01,45052.890625,45298.550781,44928.488281,44928.519531,44928.519531,175618300
2015-07-02,44928.519531,45342.000000,44917.820313,45175.578125,45175.578125,209841400
2015-07-03,45174.390625,45174.390625,44982.320313,45065.468750,45065.468750,37465200
2015-07-06,45062.179688,45062.179688,44635.820313,44794.011719,44794.011719,149404700
2015-07-07,44792.851563,45027.609375,44196.339844,45017.750000,45017.750000,224739200
2015-07-08,45004.769531,45009.531250,44441.371094,44497.738281,44497.738281,210280200
2015-07-09,44499.738281,44922.609375,44499.738281,44564.320313,44564.320313,180658800
2015-07-10,44558.101563,44980.289063,44558.101563,44915.980469,44915.980469,165229000
2015-07-13,44933.859375,45184.800781,44916.480469,44990.390625,44990.390625,131537200
2015-07-14,44990.460938,45194.691406,44747.320313,45136.691406,45136.691406,139386600
2015-07-15,45136.160156,45179.519531,45018.789063,45107.128906,45107.128906,139905400
2015-07-16,45111.730469,45461.941406,45111.730469,45344.898438,45344.898438,124663500
2015-07-17,45347.808594,45387.691406,45087.488281,45325.378906,45325.378906,136764800
2015-07-20,45325.578125,45655.730469,45228.191406,45567.988281,45567.988281,107843000
2015-07-21,45568.621094,45664.769531,45387.808594,45401.230469,45401.230469,199521500
2015-07-22,45394.199219,45447.078125,44660.359375,44670.421875,44670.421875,306545700
2015-07-23,44671.289063,44894.738281,44599.531250,44836.328125,44836.328125,245301700
2015-07-24,44840.250000,44898.128906,44209.531250,44249.488281,44249.488281,261013500
2015-07-27,44243.000000,44246.898438,43713.718750,43713.718750,43713.718750,181344400
2015-07-28,43715.621094,44241.519531,43715.621094,44222.968750,44222.968750,286919400
2015-07-29,44215.398438,44566.878906,44058.890625,44471.289063,44471.289063,197220000
2015-07-30,44470.660156,44470.660156,44177.871094,44373.308594,44373.308594,163071200
2015-07-31,44374.460938,44793.179688,44322.789063,44752.929688,44752.929688,271503100
2015-08-03,44737.511719,44913.628906,44436.121094,44903.949219,44903.949219,159378700
2015-08-04,44901.218750,45206.878906,44869.101563,45177.980469,45177.980469,183225200
2015-08-05,45180.359375,45388.640625,44863.921875,44937.609375,44937.609375,166445000
2015-08-06,44938.500000,45062.339844,44824.468750,44921.218750,44921.218750,126793400
2015-08-07,44919.121094,44919.121094,44661.210938,44862.140625,44862.140625,114223700
2015-08-10,44856.191406,45320.750000,44785.089844,45320.691406,45320.691406,110434500
2015-08-11,45321.578125,45333.351563,44376.531250,44379.789063,44379.789063,205684100
2015-08-12,44379.031250,44402.578125,43640.058594,44032.378906,44032.378906,220518900
2015-08-13,44083.480469,44287.121094,43785.429688,43870.531250,43870.531250,211386800
2015-08-14,43870.398438,44069.859375,43746.308594,43746.718750,43746.718750,127753600
2015-08-17,43762.898438,43990.050781,43574.121094,43953.480469,43953.480469,150771400
